temperature,day,rep,count,stage,n_obs
10,30,5,3,1,0
10,30,1,1,2,0
10,30,1,2,2,0
10,30,1,3,2,0
10,30,2,1,2,0
10,30,2,2,2,0
10,30,2,3,2,0
10,30,3,1,2,0
10,30,3,2,2,0
10,30,3,3,2,0
10,30,4,1,2,0
10,30,4,2,2,0
10,30,4,3,2,0
10,30,5,1,2,0
10,30,5,2,2,0
10,30,5,3,2,0
10,30,1,1,3,19
10,30,1,2,3,25
10,30,1,3,3,27
10,30,2,1,3,24
10,30,2,2,3,29
10,30,2,3,3,28
10,30,3,1,3,30
10,30,3,2,3,29
10,30,3,3,3,30
10,30,4,1,3,14
10,30,4,2,3,18
10,30,4,3,3,16
10,30,5,1,3,25
10,30,5,2,3,25
10,30,5,3,3,25
10,30,1,1,4,8
10,30,1,2,4,8
10,30,1,3,4,8
10,30,2,1,4,7
10,30,2,2,4,6
10,30,2,3,4,7
10,30,3,1,4,6
10,30,3,2,4,6
10,30,3,3,4,6
10,30,4,1,4,7
10,30,4,2,4,7
10,30,4,3,4,7
10,30,5,1,4,5
10,30,5,2,4,5
10,30,5,3,4,5
10,31,1,1,1,0
10,31,1,2,1,0
10,31,1,3,1,0
10,31,2,1,1,0
10,31,2,2,1,0
10,31,2,3,1,0
10,31,3,1,1,0
10,31,3,2,1,0
10,31,3,3,1,0
10,31,4,1,1,0
10,31,4,2,1,0
10,31,4,3,1,0
10,31,5,1,1,0
10,31,5,2,1,0
10,31,5,3,1,0
10,31,1,1,2,0
10,31,1,2,2,0
10,31,1,3,2,0
10,31,2,1,2,0
10,31,2,2,2,0
10,31,2,3,2,0
10,31,3,1,2,0
10,31,3,2,2,0
10,31,3,3,2,0
10,31,4,1,2,0
10,31,4,2,2,0
10,31,4,3,2,0
10,31,5,1,2,0
10,31,5,2,2,0
10,31,5,3,2,0
10,31,1,1,3,22
10,31,1,2,3,18
10,31,1,3,3,17
10,31,2,1,3,12
10,31,2,2,3,18
10,31,2,3,3,20
10,31,3,1,3,21
10,31,3,2,3,19
10,31,3,3,3,20
10,31,4,1,3,11
10,31,4,2,3,18
10,31,4,3,3,19
10,31,5,1,3,18
10,31,5,2,3,22
10,31,5,3,3,20
10,31,1,1,4,8
10,31,1,2,4,9
10,31,1,3,4,8
10,31,2,1,4,6
10,31,2,2,4,7
10,31,2,3,4,7
10,31,3,1,4,6
10,31,3,2,4,6
10,31,3,3,4,6
10,31,4,1,4,7
10,31,4,2,4,7
10,31,4,3,4,7
10,31,5,1,4,5
10,31,5,2,4,5
10,31,5,3,4,5
10,32,1,1,1,0
10,32,1,2,1,0
10,32,1,3,1,0
10,32,2,1,1,0
10,32,2,2,1,0
10,32,2,3,1,0
10,32,3,1,1,0
10,32,3,2,1,0
10,32,3,3,1,0
10,32,4,1,1,0
10,32,4,2,1,0
10,32,4,3,1,0
10,32,5,1,1,0
10,32,5,2,1,0
10,32,5,3,1,0
10,32,1,1,2,0
10,32,1,2,2,0
10,32,1,3,2,0
10,32,2,1,2,0
10,32,2,2,2,0
10,32,2,3,2,0
10,32,3,1,2,0
10,32,3,2,2,0
10,32,3,3,2,0
10,32,4,1,2,0
10,32,4,2,2,0
10,32,4,3,2,0
10,32,5,1,2,0
10,32,5,2,2,0
10,32,5,3,2,0
10,32,1,1,3,19
10,32,1,2,3,18
10,32,1,3,3,18
10,32,2,1,3,19
10,32,2,2,3,19
10,32,2,3,3,19
10,32,3,1,3,23
10,32,3,2,3,22
10,32,3,3,3,22
10,32,4,1,3,14
10,32,4,2,3,21
10,32,4,3,3,19
10,32,5,1,3,18
10,32,5,2,3,23
10,32,5,3,3,25
10,32,1,1,4,8
10,32,1,2,4,7
10,32,1,3,4,8
10,32,2,1,4,7
10,32,2,2,4,7
10,32,2,3,4,7
10,32,3,1,4,5
10,32,3,2,4,6
10,32,3,3,4,6
10,32,4,1,4,8
10,32,4,2,4,8
10,32,4,3,4,8
10,32,5,1,4,4
10,32,5,2,4,5
10,32,5,3,4,5
10,33,1,1,1,0
10,33,1,2,1,0
10,33,1,3,1,0
10,33,2,1,1,0
10,33,2,2,1,0
10,33,2,3,1,0
10,33,3,1,1,0
10,33,3,2,1,0
10,33,3,3,1,0
10,33,4,1,1,0
10,33,4,2,1,0
10,33,4,3,1,0
10,33,5,1,1,0
10,33,5,2,1,0
10,33,5,3,1,0
10,33,1,1,2,0
10,33,1,2,2,0
10,33,1,3,2,0
10,33,2,1,2,0
10,33,2,2,2,0
10,33,2,3,2,0
10,33,3,1,2,0
10,33,3,2,2,0
10,33,3,3,2,0
10,33,4,1,2,0
10,33,4,2,2,0
10,33,4,3,2,0
10,33,5,1,2,0
10,33,5,2,2,0
10,33,5,3,2,0
10,33,1,1,3,14
10,33,1,2,3,15
10,33,1,3,3,15
10,33,2,1,3,14
10,33,2,2,3,15
10,33,2,3,3,15
10,33,3,1,3,13
10,33,3,2,3,20
10,33,3,3,3,18
10,33,4,1,3,19
10,33,4,2,3,19
10,33,4,3,3,19
10,33,5,1,3,18
10,33,5,2,3,16
10,33,5,3,3,19
10,33,1,1,4,7
10,33,1,2,4,8
10,33,1,3,4,8
10,33,2,1,4,6
10,33,2,2,4,6
10,33,2,3,4,6
10,33,3,1,4,6
10,33,3,2,4,6
10,33,3,3,4,6
10,33,4,1,4,7
10,33,4,2,4,7
10,33,4,3,4,7
10,33,5,1,4,4
10,33,5,2,4,5
10,33,5,3,4,5
10,34,1,1,1,0
10,34,1,2,1,0
10,34,1,3,1,0
10,34,2,1,1,0
10,34,2,2,1,0
10,34,2,3,1,0
10,34,3,1,1,0
10,34,3,2,1,0
10,34,3,3,1,0
10,34,4,1,1,0
10,34,4,2,1,0
10,34,4,3,1,0
10,34,5,1,1,0
10,34,5,2,1,0
10,34,5,3,1,0
10,34,1,1,2,0
10,34,1,2,2,0
10,34,1,3,2,0
10,34,2,1,2,0
10,34,2,2,2,0
10,34,2,3,2,0
10,34,3,1,2,0
10,34,3,2,2,0
10,34,3,3,2,0
10,34,4,1,2,0
10,34,4,2,2,0
10,34,4,3,2,0
10,34,5,1,2,0
10,34,5,2,2,0
10,34,5,3,2,0
10,34,1,1,3,12
10,34,1,2,3,13
10,34,1,3,3,14
10,34,2,1,3,12
10,34,2,2,3,9
10,34,2,3,3,16
10,34,3,1,3,14
10,34,3,2,3,15
10,34,3,3,3,14
10,34,4,1,3,11
10,34,4,2,3,8
10,34,4,3,3,10
10,34,5,1,3,19
10,34,5,2,3,21
10,34,5,3,3,20
10,34,1,1,4,6
10,34,1,2,4,7
10,34,1,3,4,7
10,34,2,1,4,6
10,34,2,2,4,6
10,34,2,3,4,6
10,34,3,1,4,5
10,34,3,2,4,6
10,34,3,3,4,6
10,34,4,1,4,6
10,34,4,2,4,7
10,34,4,3,4,7
10,34,5,1,4,4
10,34,5,2,4,5
10,34,5,3,4,5
10,35,1,1,1,0
10,35,1,2,1,0
10,35,1,3,1,0
10,35,2,1,1,0
10,35,2,2,1,0
10,35,2,3,1,0
10,35,3,1,1,0
10,35,3,2,1,0
10,35,3,3,1,0
10,35,4,1,1,0
10,35,4,2,1,0
10,35,4,3,1,0
10,35,5,1,1,0
10,35,5,2,1,0
10,35,5,3,1,0
10,35,1,1,2,0
10,35,1,2,2,0
10,35,1,3,2,0
10,35,2,1,2,0
10,35,2,2,2,0
10,35,2,3,2,0
10,35,3,1,2,0
10,35,3,2,2,0
10,35,3,3,2,0
10,35,4,1,2,0
10,35,4,2,2,0
10,35,4,3,2,0
10,35,5,1,2,0
10,35,5,2,2,0
10,35,5,3,2,0
10,35,1,1,3,12
10,35,1,2,3,13
10,35,1,3,3,14
10,35,2,1,3,13
10,35,2,2,3,17
10,35,2,3,3,11
10,35,3,1,3,16
10,35,3,2,3,18
10,35,3,3,3,18
10,35,4,1,3,17
10,35,4,2,3,16
10,35,4,3,3,16
10,35,5,1,3,18
10,35,5,2,3,19
10,35,5,3,3,16
10,35,1,1,4,7
10,35,1,2,4,8
10,35,1,3,4,8
10,35,2,1,4,5
10,35,2,2,4,5
10,35,2,3,4,5
10,35,3,1,4,6
10,35,3,2,4,6
10,35,3,3,4,6
10,35,4,1,4,7
10,35,4,2,4,7
10,35,4,3,4,7
10,35,5,1,4,4
10,35,5,2,4,5
10,35,5,3,4,4
10,36,1,1,1,0
10,36,1,2,1,0
10,36,1,3,1,0
10,36,2,1,1,0
10,36,2,2,1,0
10,36,2,3,1,0
10,36,3,1,1,0
10,36,3,2,1,0
10,36,3,3,1,0
10,36,4,1,1,0
10,36,4,2,1,0
10,36,4,3,1,0
10,36,5,1,1,0
10,36,5,2,1,0
10,36,5,3,1,0
10,36,1,1,2,0
10,36,1,2,2,0
10,36,1,3,2,0
10,36,2,1,2,0
10,36,2,2,2,0
10,36,2,3,2,0
10,36,3,1,2,0
10,36,3,2,2,0
10,36,3,3,2,0
10,36,4,1,2,0
10,36,4,2,2,0
10,36,4,3,2,0
10,36,5,1,2,0
10,36,5,2,2,0
10,36,5,3,2,0
10,36,1,1,3,12
10,36,1,2,3,13
10,36,1,3,3,10
10,36,2,1,3,8
10,36,2,2,3,9
10,36,2,3,3,8
10,36,3,1,3,12
10,36,3,2,3,18
10,36,3,3,3,13
10,36,4,1,3,7
10,36,4,2,3,7
10,36,4,3,3,6
10,36,5,1,3,14
10,36,5,2,3,15
10,36,5,3,3,16
10,36,1,1,4,7
10,36,1,2,4,8
10,36,1,3,4,8
10,36,2,1,4,4
10,36,2,2,4,4
10,36,2,3,4,4
10,36,3,1,4,6
10,36,3,2,4,7
10,36,3,3,4,7
10,36,4,1,4,7
10,36,4,2,4,7
10,36,4,3,4,7
10,36,5,1,4,5
10,36,5,2,4,5
10,36,5,3,4,4
10,37,1,1,1,0
10,37,1,2,1,0
10,37,1,3,1,0
10,37,2,1,1,0
10,37,2,2,1,0
10,37,2,3,1,0
10,37,3,1,1,0
10,37,3,2,1,0
10,37,3,3,1,0
10,37,4,1,1,0
10,37,4,2,1,0
10,37,4,3,1,0
10,37,5,1,1,0
10,37,5,2,1,0
10,37,5,3,1,0
10,37,1,1,2,0
10,37,1,2,2,0
10,37,1,3,2,0
10,37,2,1,2,0
10,37,2,2,2,0
10,37,2,3,2,0
10,37,3,1,2,0
10,37,3,2,2,0
10,37,3,3,2,0
10,37,4,1,2,0
10,37,4,2,2,0
10,37,4,3,2,0
10,37,5,1,2,0
10,37,5,2,2,0
10,37,5,3,2,0
10,37,1,1,3,13
10,37,1,2,3,13
10,37,1,3,3,14
10,37,2,1,3,12
10,37,2,2,3,9
10,37,2,3,3,10
10,37,3,1,3,16
10,37,3,2,3,11
10,37,3,3,3,15
10,37,4,1,3,7
10,37,4,2,3,7
10,37,4,3,3,5
10,37,5,1,3,3
10,37,5,2,3,9
10,37,5,3,3,7
10,37,1,1,4,7
10,37,1,2,4,7
10,37,1,3,4,7
10,37,2,1,4,5
10,37,2,2,4,4
10,37,2,3,4,4
10,37,3,1,4,7
10,37,3,2,4,7
10,37,3,3,4,7
10,37,4,1,4,4
10,37,4,2,4,7
10,37,4,3,4,7
10,37,5,1,4,4
10,37,5,2,4,5
10,37,5,3,4,6
10,38,1,1,1,0
10,38,1,2,1,0
10,38,1,3,1,0
10,38,2,1,1,0
10,38,2,2,1,0
10,38,2,3,1,0
10,38,3,1,1,0
10,38,3,2,1,0
10,38,3,3,1,0
10,38,4,1,1,0
10,38,4,2,1,0
10,38,4,3,1,0
10,38,5,1,1,0
10,38,5,2,1,0
10,38,5,3,1,0
10,38,1,1,2,0
10,38,1,2,2,0
10,38,1,3,2,0
10,38,2,1,2,0
10,38,2,2,2,0
10,38,2,3,2,0
10,38,3,1,2,0
10,38,3,2,2,0
10,38,3,3,2,0
10,38,4,1,2,0
10,38,4,2,2,0
10,38,4,3,2,0
10,38,5,1,2,0
10,38,5,2,2,0
10,38,5,3,2,0
10,38,1,1,3,2
10,38,1,2,3,6
10,38,1,3,3,8
10,38,2,1,3,8
10,38,2,2,3,12
10,38,2,3,3,11
10,38,3,1,3,16
10,38,3,2,3,8
10,38,3,3,3,15
10,38,4,1,3,7
10,38,4,2,3,7
10,38,4,3,3,8
10,38,5,1,3,3
10,38,5,2,3,9
10,38,5,3,3,7
10,38,1,1,4,7
10,38,1,2,4,8
10,38,1,3,4,8
10,38,2,1,4,6
10,38,2,2,4,6
10,38,2,3,4,6
10,38,3,1,4,6
10,38,3,2,4,7
10,38,3,3,4,6
10,38,4,1,4,5
10,38,4,2,4,6
10,38,4,3,4,6
10,38,5,1,4,4
10,38,5,2,4,5
10,38,5,3,4,5
10,39,1,1,1,0
10,39,1,2,1,0
10,39,1,3,1,0
10,39,2,1,1,0
10,39,2,2,1,0
10,39,2,3,1,0
10,39,3,1,1,0
10,39,3,2,1,0
10,39,3,3,1,0
10,39,4,1,1,0
10,39,4,2,1,0
10,39,4,3,1,0
10,39,5,1,1,0
10,39,5,2,1,0
10,39,5,3,1,0
10,39,1,1,2,0
10,39,1,2,2,0
10,39,1,3,2,0
10,39,2,1,2,0
10,39,2,2,2,0
10,39,2,3,2,0
10,39,3,1,2,0
10,39,3,2,2,0
10,39,3,3,2,0
10,39,4,1,2,0
10,39,4,2,2,0
10,39,4,3,2,0
10,39,5,1,2,0
10,39,5,2,2,0
10,39,5,3,2,0
10,39,1,1,3,6
10,39,1,2,3,5
10,39,1,3,3,6
10,39,2,1,3,8
10,39,2,2,3,9
10,39,2,3,3,9
10,39,3,1,3,12
10,39,3,2,3,15
10,39,3,3,3,14
10,39,4,1,3,8
10,39,4,2,3,9
10,39,4,3,3,10
10,39,5,1,3,5
10,39,5,2,3,8
10,39,5,3,3,7
10,39,1,1,4,7
10,39,1,2,4,6
10,39,1,3,4,7
10,39,2,1,4,5
10,39,2,2,4,5
10,39,2,3,4,5
10,39,3,1,4,6
10,39,3,2,4,7
10,39,3,3,4,7
10,39,4,1,4,5
10,39,4,2,4,6
10,39,4,3,4,4
10,39,5,1,4,5
10,39,5,2,4,5
10,39,5,3,4,5
10,40,1,1,1,0
10,40,1,2,1,0
10,40,1,3,1,0
10,40,2,1,1,0
10,40,2,2,1,0
10,40,2,3,1,0
10,40,3,1,1,0
10,40,3,2,1,0
10,40,3,3,1,0
10,40,4,1,1,0
10,40,4,2,1,0
10,40,4,3,1,0
10,40,5,1,1,0
10,40,5,2,1,0
10,40,5,3,1,0
10,40,1,1,2,0
10,40,1,2,2,0
10,40,1,3,2,0
10,40,2,1,2,0
10,40,2,2,2,0
10,40,2,3,2,0
10,40,3,1,2,0
10,40,3,2,2,0
10,40,3,3,2,0
10,40,4,1,2,0
10,40,4,2,2,0
10,40,4,3,2,0
10,40,5,1,2,0
10,40,5,2,2,0
10,40,5,3,2,0
10,40,1,1,3,6
10,40,1,2,3,8
10,40,1,3,3,9
10,40,2,1,3,5
10,40,2,2,3,9
10,40,2,3,3,8
10,40,3,1,3,16
10,40,3,2,3,16
10,40,3,3,3,9
10,40,4,1,3,8
10,40,4,2,3,9
10,40,4,3,3,5
10,40,5,1,3,11
10,40,5,2,3,10
10,40,5,3,3,10
10,40,1,1,4,6
10,40,1,2,4,8
10,40,1,3,4,8
10,40,2,1,4,6
10,40,2,2,4,6
10,40,2,3,4,6
10,40,3,1,4,6
10,40,3,2,4,5
10,40,3,3,4,7
10,40,4,1,4,5
10,40,4,2,4,6
10,40,4,3,4,6
10,40,5,1,4,4
10,40,5,2,4,5
10,40,5,3,4,5
10,41,1,1,1,0
10,41,1,2,1,0
10,41,1,3,1,0
10,41,2,1,1,0
10,41,2,2,1,0
10,41,2,3,1,0
10,41,3,1,1,0
10,41,3,2,1,0
10,41,3,3,1,0
10,41,4,1,1,0
10,41,4,2,1,0
10,41,4,3,1,0
10,41,5,1,1,0
10,41,5,2,1,0
10,41,5,3,1,0
10,41,1,1,2,0
10,41,1,2,2,0
10,41,1,3,2,0
10,41,2,1,2,0
10,41,2,2,2,0
10,41,2,3,2,0
10,41,3,1,2,0
10,41,3,2,2,0
10,41,3,3,2,0
10,41,4,1,2,0
10,41,4,2,2,0
10,41,4,3,2,0
10,41,5,1,2,0
10,41,5,2,2,0
10,41,5,3,2,0
10,41,1,1,3,3
10,41,1,2,3,8
10,41,1,3,3,7
10,41,2,1,3,5
10,41,2,2,3,5
10,41,2,3,3,5
10,41,3,1,3,11
10,41,3,2,3,8
10,41,3,3,3,10
10,41,4,1,3,7
10,41,4,2,3,4
10,41,4,3,3,8
10,41,5,1,3,5
10,41,5,2,3,9
10,41,5,3,3,11
10,41,1,1,4,5
10,41,1,2,4,7
10,41,1,3,4,8
10,41,2,1,4,4
10,41,2,2,4,4
10,41,2,3,4,4
10,41,3,1,4,7
10,41,3,2,4,7
10,41,3,3,4,7
10,41,4,1,4,6
10,41,4,2,4,6
10,41,4,3,4,6
10,41,5,1,4,4
10,41,5,2,4,5
10,41,5,3,4,5
10,42,1,1,1,0
10,42,1,2,1,0
10,42,1,3,1,0
10,42,2,1,1,0
10,42,2,2,1,0
10,42,2,3,1,0
10,42,3,1,1,0
10,42,3,2,1,0
10,42,3,3,1,0
10,42,4,1,1,0
10,42,4,2,1,0
10,42,4,3,1,0
10,42,5,1,1,0
10,42,5,2,1,0
10,42,5,3,1,0
10,42,1,1,2,0
10,42,1,2,2,0
10,42,1,3,2,0
10,42,2,1,2,0
10,42,2,2,2,0
10,42,2,3,2,0
10,42,3,1,2,0
10,42,3,2,2,0
10,42,3,3,2,0
10,42,4,1,2,0
10,42,4,2,2,0
10,42,4,3,2,0
10,42,5,1,2,0
10,42,5,2,2,0
10,42,5,3,2,0
10,42,1,1,3,3
10,42,1,2,3,5
10,42,1,3,3,4
10,42,2,1,3,4
10,42,2,2,3,9
10,42,2,3,3,8
10,42,3,1,3,14
10,42,3,2,3,8
10,42,3,3,3,12
10,42,4,1,3,13
10,42,4,2,3,14
10,42,4,3,3,13
10,42,5,1,3,1
10,42,5,2,3,2
10,42,5,3,3,2
10,42,1,1,4,5
10,42,1,2,4,7
10,42,1,3,4,7
10,42,2,1,4,4
10,42,2,2,4,6
10,42,2,3,4,6
10,42,3,1,4,4
10,42,3,2,4,6
10,42,3,3,4,6
10,42,4,1,4,7
10,42,4,2,4,7
10,42,4,3,4,6
10,42,5,1,4,3
10,42,5,2,4,5
10,42,5,3,4,5
10,43,1,1,1,0
10,43,1,2,1,0
10,43,1,3,1,0
10,43,2,1,1,0
10,43,2,2,1,0
10,43,2,3,1,0
10,43,3,1,1,0
10,43,3,2,1,0
10,43,3,3,1,0
10,43,4,1,1,0
10,43,4,2,1,0
10,43,4,3,1,0
10,43,5,1,1,0
10,43,5,2,1,0
10,43,5,3,1,0
10,43,1,1,2,0
10,43,1,2,2,0
10,43,1,3,2,0
10,43,2,1,2,0
10,43,2,2,2,0
10,43,2,3,2,0
10,43,3,1,2,0
10,43,3,2,2,0
10,43,3,3,2,0
10,43,4,1,2,0
10,43,4,2,2,0
10,43,4,3,2,0
10,43,5,1,2,0
10,43,5,2,2,0
10,43,5,3,2,0
10,43,1,1,3,7
10,43,1,2,3,9
10,43,1,3,3,8
10,43,2,1,3,3
10,43,2,2,3,10
10,43,2,3,3,7
10,43,3,1,3,11
10,43,3,2,3,13
10,43,3,3,3,12
10,43,4,1,3,6
10,43,4,2,3,5
10,43,4,3,3,6
10,43,5,1,3,12
10,43,5,2,3,10
10,43,5,3,3,7
10,43,1,1,4,5
10,43,1,2,4,6
10,43,1,3,4,6
10,43,2,1,4,5
10,43,2,2,4,5
10,43,2,3,4,5
10,43,3,1,4,7
10,43,3,2,4,6
10,43,3,3,4,6
10,43,4,1,4,6
10,43,4,2,4,6
10,43,4,3,4,6
10,43,5,1,4,5
10,43,5,2,4,5
10,43,5,3,4,5
10,44,1,1,1,0
10,44,1,2,1,0
10,44,1,3,1,0
10,44,2,1,1,0
10,44,2,2,1,0
10,44,2,3,1,0
10,44,3,1,1,0
10,44,3,2,1,0
10,44,3,3,1,0
10,44,4,1,1,0
10,44,4,2,1,0
10,44,4,3,1,0
10,44,5,1,1,0
10,44,5,2,1,0
10,44,5,3,1,0
10,44,1,1,2,0
10,44,1,2,2,0
10,44,1,3,2,0
10,44,2,1,2,0
10,44,2,2,2,0
10,44,2,3,2,0
10,44,3,1,2,0
10,44,3,2,2,0
10,44,3,3,2,0
10,44,4,1,2,0
10,44,4,2,2,0
10,44,4,3,2,0
10,44,5,1,2,0
10,44,5,2,2,0
10,44,5,3,2,0
10,44,1,1,3,9
10,44,1,2,3,9
10,44,1,3,3,8
10,44,2,1,3,3
10,44,2,2,3,7
10,44,2,3,3,8
10,44,3,1,3,9
10,44,3,2,3,11
10,44,3,3,3,10
10,44,4,1,3,4
10,44,4,2,3,5
10,44,4,3,3,4
10,44,5,1,3,5
10,44,5,2,3,6
10,44,5,3,3,6
10,44,1,1,4,8
10,44,1,2,4,8
10,44,1,3,4,8
10,44,2,1,4,4
10,44,2,2,4,6
10,44,2,3,4,6
10,44,3,1,4,5
10,44,3,2,4,7
10,44,3,3,4,7
10,44,4,1,4,5
10,44,4,2,4,5
10,44,4,3,4,5
10,44,5,1,4,5
10,44,5,2,4,5
10,44,5,3,4,5
10,45,1,1,1,0
10,45,1,2,1,0
10,45,1,3,1,0
10,45,2,1,1,0
10,45,2,2,1,0
10,45,2,3,1,0
10,45,3,1,1,0
10,45,3,2,1,0
10,45,3,3,1,0
10,45,4,1,1,0
10,45,4,2,1,0
10,45,4,3,1,0
10,45,5,1,1,0
10,45,5,2,1,0
10,45,5,3,1,0
10,45,1,1,2,0
10,45,1,2,2,0
10,45,1,3,2,0
10,45,2,1,2,0
10,45,2,2,2,0
10,45,2,3,2,0
10,45,3,1,2,0
10,45,3,2,2,0
10,45,3,3,2,0
10,45,4,1,2,0
10,45,4,2,2,0
10,45,4,3,2,0
10,45,5,1,2,0
10,45,5,2,2,0
10,45,5,3,2,0
10,45,1,1,3,5
10,45,1,2,3,4
10,45,1,3,3,5
10,45,2,1,3,8
10,45,2,2,3,6
10,45,2,3,3,8
10,45,3,1,3,7
10,45,3,2,3,7
10,45,3,3,3,7
10,45,4,1,3,2
10,45,4,2,3,5
10,45,4,3,3,4
10,45,5,1,3,3
10,45,5,2,3,4
10,45,5,3,3,4
10,45,1,1,4,8
10,45,1,2,4,8
10,45,1,3,4,8
10,45,2,1,4,4
10,45,2,2,4,4
10,45,2,3,4,4
10,45,3,1,4,7
10,45,3,2,4,7
10,45,3,3,4,7
10,45,4,1,4,7
10,45,4,2,4,6
10,45,4,3,4,6
10,45,5,1,4,4
10,45,5,2,4,5
10,45,5,3,4,5
10,46,1,1,1,0
10,46,1,2,1,0
10,46,1,3,1,0
10,46,2,1,1,0
10,46,2,2,1,0
10,46,2,3,1,0
10,46,3,1,1,0
10,46,3,2,1,0
10,46,3,3,1,0
10,46,4,1,1,0
10,46,4,2,1,0
10,46,4,3,1,0
10,46,5,1,1,0
10,46,5,2,1,0
10,46,5,3,1,0
10,46,1,1,2,0
10,46,1,2,2,0
10,46,1,3,2,0
10,46,2,1,2,0
10,46,2,2,2,0
10,46,2,3,2,0
10,46,3,1,2,0
10,46,3,2,2,0
10,46,3,3,2,0
10,46,4,1,2,0
10,46,4,2,2,0
10,46,4,3,2,0
10,46,5,1,2,0
10,46,5,2,2,0
10,46,5,3,2,0
10,46,1,1,3,5
10,46,1,2,3,6
10,46,1,3,3,6
10,46,2,1,3,4
10,46,2,2,3,3
10,46,2,3,3,2
10,46,3,1,3,9
10,46,3,2,3,8
10,46,3,3,3,8
10,46,4,1,3,2
10,46,4,2,3,5
10,46,4,3,3,6
10,46,5,1,3,5
10,46,5,2,3,4
10,46,5,3,3,5
10,46,1,1,4,6
10,46,1,2,4,7
10,46,1,3,4,7
10,46,2,1,4,4
10,46,2,2,4,5
10,46,2,3,4,5
10,46,3,1,4,6
10,46,3,2,4,7
10,46,3,3,4,7
10,46,4,1,4,3
10,46,4,2,4,6
10,46,4,3,4,6
10,46,5,1,4,5
10,46,5,2,4,5
10,46,5,3,4,5
10,47,1,1,1,0
10,47,1,2,1,0
10,47,1,3,1,0
10,47,2,1,1,0
10,47,2,2,1,0
10,47,2,3,1,0
10,47,3,1,1,0
10,47,3,2,1,0
10,47,3,3,1,0
10,47,4,1,1,0
10,47,4,2,1,0
10,47,4,3,1,0
10,47,5,1,1,0
10,47,5,2,1,0
10,47,5,3,1,0
10,47,1,1,2,0
10,47,1,2,2,0
10,47,1,3,2,0
10,47,2,1,2,0
10,47,2,2,2,0
10,47,2,3,2,0
10,47,3,1,2,0
10,47,3,2,2,0
10,47,3,3,2,0
10,47,4,1,2,0
10,47,4,2,2,0
10,47,4,3,2,0
10,47,5,1,2,0
10,47,5,2,2,0
10,47,5,3,2,0
10,47,1,1,3,3
10,47,1,2,3,4
10,47,1,3,3,4
10,47,2,1,3,4
10,47,2,2,3,6
10,47,2,3,3,5
10,47,3,1,3,7
10,47,3,2,3,12
10,47,3,3,3,13
10,47,4,1,3,1
10,47,4,2,3,2
10,47,4,3,3,2
10,47,5,1,3,3
10,47,5,2,3,5
10,47,5,3,3,4
10,47,1,1,4,8
10,47,1,2,4,8
10,47,1,3,4,8
10,47,2,1,4,6
10,47,2,2,4,5
10,47,2,3,4,6
10,47,3,1,4,6
10,47,3,2,4,7
10,47,3,3,4,7
10,47,4,1,4,6
10,47,4,2,4,6
10,47,4,3,4,6
10,47,5,1,4,5
10,47,5,2,4,4
10,47,5,3,4,5
10,48,1,1,1,0
10,48,1,2,1,0
10,48,1,3,1,0
10,48,2,1,1,0
10,48,2,2,1,0
10,48,2,3,1,0
10,48,3,1,1,0
10,48,3,2,1,0
10,48,3,3,1,0
10,48,4,1,1,0
10,48,4,2,1,0
10,48,4,3,1,0
10,48,5,1,1,0
10,48,5,2,1,0
10,48,5,3,1,0
10,48,1,1,2,0
10,48,1,2,2,0
10,48,1,3,2,0
10,48,2,1,2,0
10,48,2,2,2,0
10,48,2,3,2,0
10,48,3,1,2,0
10,48,3,2,2,0
10,48,3,3,2,0
10,48,4,1,2,0
10,48,4,2,2,0
10,48,4,3,2,0
10,48,5,1,2,0
10,48,5,2,2,0
10,48,5,3,2,0
10,48,1,1,3,6
10,48,1,2,3,4
10,48,1,3,3,5
10,48,2,1,3,4
10,48,2,2,3,3
10,48,2,3,3,5
10,48,3,1,3,7
10,48,3,2,3,5
10,48,3,3,3,6
10,48,4,1,3,1
10,48,4,2,3,3
10,48,4,3,3,3
10,48,5,1,3,3
10,48,5,2,3,4
10,48,5,3,3,4
10,48,1,1,4,5
10,48,1,2,4,6
10,48,1,3,4,6
10,48,2,1,4,5
10,48,2,2,4,5
10,48,2,3,4,5
10,48,3,1,4,7
10,48,3,2,4,7
10,48,3,3,4,7
10,48,4,1,4,5
10,48,4,2,4,5
10,48,4,3,4,5
10,48,5,1,4,4
10,48,5,2,4,4
10,48,5,3,4,4
10,51,1,1,1,0
10,51,1,2,1,0
10,51,1,3,1,0
10,51,2,1,1,0
10,51,2,2,1,0
10,51,2,3,1,0
10,51,3,1,1,0
10,51,3,2,1,0
10,51,3,3,1,0
10,51,4,1,1,0
10,51,4,2,1,0
10,51,4,3,1,0
10,51,5,1,1,0
10,51,5,2,1,0
10,51,5,3,1,0
10,51,1,1,2,0
10,51,1,2,2,0
10,51,1,3,2,0
10,51,2,1,2,0
10,51,2,2,2,0
10,51,2,3,2,0
10,51,3,1,2,0
10,51,3,2,2,0
10,51,3,3,2,0
10,51,4,1,2,0
10,51,4,2,2,0
10,51,4,3,2,0
10,51,5,1,2,0
10,51,5,2,2,0
10,51,5,3,2,0
10,51,1,1,3,3
10,51,1,2,3,5
10,51,1,3,3,5
10,51,2,1,3,5
10,51,2,2,3,5
10,51,2,3,3,5
10,51,3,1,3,7
10,51,3,2,3,7
10,51,3,3,3,7
