temperature,day,rep,count,stage,n_obs
5,0,1,1,1,50
5,0,1,2,1,48
5,0,1,3,1,51
5,0,2,1,1,50
5,0,2,2,1,54
5,0,2,3,1,51
5,0,3,1,1,50
5,0,3,2,1,48
5,0,3,3,1,48
5,0,4,1,1,50
5,0,4,2,1,51
5,0,4,3,1,51
5,0,5,1,1,50
5,0,5,2,1,48
5,0,5,3,1,46
5,0,1,1,2,0
5,0,1,2,2,0
5,0,1,3,2,0
5,0,2,1,2,0
5,0,2,2,2,0
5,0,2,3,2,0
5,0,3,1,2,0
5,0,3,2,2,0
5,0,3,3,2,0
5,0,4,1,2,0
5,0,4,2,2,0
5,0,4,3,2,0
5,0,5,1,2,0
5,0,5,2,2,0
5,0,5,3,2,0
5,0,1,1,3,0
5,0,1,2,3,0
5,0,1,3,3,0
5,0,2,1,3,0
5,0,2,2,3,0
5,0,2,3,3,0
5,0,3,1,3,0
5,0,3,2,3,0
5,0,3,3,3,0
5,0,4,1,3,0
5,0,4,2,3,0
5,0,4,3,3,0
5,0,5,1,3,0
5,0,5,2,3,0
5,0,5,3,3,0
5,0,1,1,4,0
5,0,1,2,4,0
5,0,1,3,4,0
5,0,2,1,4,0
5,0,2,2,4,0
5,0,2,3,4,0
5,0,3,1,4,0
5,0,3,2,4,0
5,0,3,3,4,0
5,0,4,1,4,0
5,0,4,2,4,0
5,0,4,3,4,0
5,0,5,1,4,0
5,0,5,2,4,0
5,0,5,3,4,0
5,3,1,1,1,49
5,3,1,2,1,52
5,3,1,3,1,51
5,3,2,1,1,51
5,3,2,2,1,53
5,3,2,3,1,51
5,3,3,1,1,50
5,3,3,2,1,47
5,3,3,3,1,48
5,3,4,1,1,50
5,3,4,2,1,51
5,3,4,3,1,48
5,3,5,1,1,50
5,3,5,2,1,48
5,3,5,3,1,47
5,3,1,1,2,0
5,3,1,2,2,0
5,3,1,3,2,0
5,3,2,1,2,0
5,3,2,2,2,0
5,3,2,3,2,0
5,3,3,1,2,0
5,3,3,2,2,0
5,3,3,3,2,0
5,3,4,1,2,0
5,3,4,2,2,0
5,3,4,3,2,0
5,3,5,1,2,0
5,3,5,2,2,0
5,3,5,3,2,0
5,3,1,1,3,0
5,3,1,2,3,0
5,3,1,3,3,0
5,3,2,1,3,0
5,3,2,2,3,0
5,3,2,3,3,0
5,3,3,1,3,0
5,3,3,2,3,0
5,3,3,3,3,0
5,3,4,1,3,0
5,3,4,2,3,0
5,3,4,3,3,0
5,3,5,1,3,0
5,3,5,2,3,0
5,3,5,3,3,0
5,3,1,1,4,0
5,3,1,2,4,0
5,3,1,3,4,0
5,3,2,1,4,0
5,3,2,2,4,0
5,3,2,3,4,0
5,3,3,1,4,0
5,3,3,2,4,0
5,3,3,3,4,0
5,3,4,1,4,0
5,3,4,2,4,0
5,3,4,3,4,0
5,3,5,1,4,0
5,3,5,2,4,0
5,3,5,3,4,0
5,6,1,1,1,47
5,6,1,2,1,48
5,6,1,3,1,47
5,6,2,1,1,54
5,6,2,2,1,53
5,6,2,3,1,52
5,6,3,1,1,45
5,6,3,2,1,47
5,6,3,3,1,44
5,6,4,1,1,50
5,6,4,2,1,50
5,6,4,3,1,48
5,6,5,1,1,48
5,6,5,2,1,48
5,6,5,3,1,47
5,6,1,1,2,0
5,6,1,2,2,0
5,6,1,3,2,0
5,6,2,1,2,0
5,6,2,2,2,0
5,6,2,3,2,0
5,6,3,1,2,0
5,6,3,2,2,0
5,6,3,3,2,0
5,6,4,1,2,0
5,6,4,2,2,0
5,6,4,3,2,0
5,6,5,1,2,0
5,6,5,2,2,0
5,6,5,3,2,0
5,6,1,1,3,0
5,6,1,2,3,0
5,6,1,3,3,0
5,6,2,1,3,0
5,6,2,2,3,0
5,6,2,3,3,0
5,6,3,1,3,0
5,6,3,2,3,0
5,6,3,3,3,0
5,6,4,1,3,0
5,6,4,2,3,0
5,6,4,3,3,0
5,6,5,1,3,0
5,6,5,2,3,0
5,6,5,3,3,0
5,6,1,1,4,0
5,6,1,2,4,0
5,6,1,3,4,0
5,6,2,1,4,0
5,6,2,2,4,0
5,6,2,3,4,0
5,6,3,1,4,0
5,6,3,2,4,0
5,6,3,3,4,0
5,6,4,1,4,0
5,6,4,2,4,0
5,6,4,3,4,0
5,6,5,1,4,0
5,6,5,2,4,0
5,6,5,3,4,0
5,9,1,1,1,44
5,9,1,2,1,48
5,9,1,3,1,46
5,9,2,1,1,53
5,9,2,2,1,54
5,9,2,3,1,52
5,9,3,1,1,43
5,9,3,2,1,49
5,9,3,3,1,48
5,9,4,1,1,50
5,9,4,2,1,49
5,9,4,3,1,48
5,9,5,1,1,47
5,9,5,2,1,48
5,9,5,3,1,47
5,9,1,1,2,0
5,9,1,2,2,0
5,9,1,3,2,0
5,9,2,1,2,0
5,9,2,2,2,0
5,9,2,3,2,0
5,9,3,1,2,0
5,9,3,2,2,0
5,9,3,3,2,0
5,9,4,1,2,0
5,9,4,2,2,0
5,9,4,3,2,0
5,9,5,1,2,0
5,9,5,2,2,0
5,9,5,3,2,0
5,9,1,1,3,0
5,9,1,2,3,0
5,9,1,3,3,0
5,9,2,1,3,0
5,9,2,2,3,0
5,9,2,3,3,0
5,9,3,1,3,0
5,9,3,2,3,0
5,9,3,3,3,0
5,9,4,1,3,0
5,9,4,2,3,0
5,9,4,3,3,0
5,9,5,1,3,0
5,9,5,2,3,0
5,9,5,3,3,0
5,9,1,1,4,0
5,9,1,2,4,0
5,9,1,3,4,0
5,9,2,1,4,0
5,9,2,2,4,0
5,9,2,3,4,0
5,9,3,1,4,0
5,9,3,2,4,0
5,9,3,3,4,0
5,9,4,1,4,0
5,9,4,2,4,0
5,9,4,3,4,0
5,9,5,1,4,0
5,9,5,2,4,0
5,9,5,3,4,0
5,12,1,1,1,50
5,12,1,2,1,48
5,12,1,3,1,46
5,12,2,1,1,50
5,12,2,2,1,46
5,12,2,3,1,51
5,12,3,1,1,46
5,12,3,2,1,47
5,12,3,3,1,48
5,12,4,1,1,50
5,12,4,2,1,50
5,12,4,3,1,52
5,12,5,1,1,42
5,12,5,2,1,45
5,12,5,3,1,47
5,12,1,1,2,0
5,12,1,2,2,0
5,12,1,3,2,0
5,12,2,1,2,0
5,12,2,2,2,0
5,12,2,3,2,0
5,12,3,1,2,0
5,12,3,2,2,0
5,12,3,3,2,0
5,12,4,1,2,0
5,12,4,2,2,0
5,12,4,3,2,0
5,12,5,1,2,0
5,12,5,2,2,0
5,12,5,3,2,0
5,12,1,1,3,0
5,12,1,2,3,0
5,12,1,3,3,0
5,12,2,1,3,0
5,12,2,2,3,0
5,12,2,3,3,0
5,12,3,1,3,0
5,12,3,2,3,0
5,12,3,3,3,0
5,12,4,1,3,0
5,12,4,2,3,0
5,12,4,3,3,0
5,12,5,1,3,0
5,12,5,2,3,0
5,12,5,3,3,0
5,12,1,1,4,0
5,12,1,2,4,0
5,12,1,3,4,0
5,12,2,1,4,0
5,12,2,2,4,0
5,12,2,3,4,0
5,12,3,1,4,0
5,12,3,2,4,0
5,12,3,3,4,0
5,12,4,1,4,0
5,12,4,2,4,0
5,12,4,3,4,0
5,12,5,1,4,0
5,12,5,2,4,0
5,12,5,3,4,0
5,15,1,1,1,50
5,15,1,2,1,48
5,15,1,3,1,49
5,15,2,1,1,50
5,15,2,2,1,46
5,15,2,3,1,51
5,15,3,1,1,46
5,15,3,2,1,49
5,15,3,3,1,49
5,15,4,1,1,40
5,15,4,2,1,52
5,15,4,3,1,50
5,15,5,1,1,46
5,15,5,2,1,48
5,15,5,3,1,47
5,15,1,1,2,0
5,15,1,2,2,0
5,15,1,3,2,0
5,15,2,1,2,0
5,15,2,2,2,0
5,15,2,3,2,0
5,15,3,1,2,0
5,15,3,2,2,0
5,15,3,3,2,0
5,15,4,1,2,0
5,15,4,2,2,0
5,15,4,3,2,0
5,15,5,1,2,0
5,15,5,2,2,0
5,15,5,3,2,0
5,15,1,1,3,0
5,15,1,2,3,0
5,15,1,3,3,0
5,15,2,1,3,0
5,15,2,2,3,0
5,15,2,3,3,0
5,15,3,1,3,0
5,15,3,2,3,0
5,15,3,3,3,0
5,15,4,1,3,0
5,15,4,2,3,0
5,15,4,3,3,0
5,15,5,1,3,0
5,15,5,2,3,0
5,15,5,3,3,0
5,15,1,1,4,0
5,15,1,2,4,0
5,15,1,3,4,0
5,15,2,1,4,0
5,15,2,2,4,0
5,15,2,3,4,0
5,15,3,1,4,0
5,15,3,2,4,0
5,15,3,3,4,0
5,15,4,1,4,0
5,15,4,2,4,0
5,15,4,3,4,0
5,15,5,1,4,0
5,15,5,2,4,0
5,15,5,3,4,0
5,18,1,1,1,42
5,18,1,2,1,43
5,18,1,3,1,43
5,18,2,1,1,46
5,18,2,2,1,48
5,18,2,3,1,47
5,18,3,1,1,45
5,18,3,2,1,46
5,18,3,3,1,45
5,18,4,1,1,44
5,18,4,2,1,42
5,18,4,3,1,49
5,18,5,1,1,48
5,18,5,2,1,48
5,18,5,3,1,48
5,18,1,1,2,1
5,18,1,2,2,1
5,18,1,3,2,1
5,18,2,1,2,0
5,18,2,2,2,0
5,18,2,3,2,0
5,18,3,1,2,0
5,18,3,2,2,0
5,18,3,3,2,0
5,18,4,1,2,0
5,18,4,2,2,0
5,18,4,3,2,0
5,18,5,1,2,0
5,18,5,2,2,0
5,18,5,3,2,0
5,18,1,1,3,0
5,18,1,2,3,0
5,18,1,3,3,0
5,18,2,1,3,0
5,18,2,2,3,0
5,18,2,3,3,0
5,18,3,1,3,0
5,18,3,2,3,0
5,18,3,3,3,0
5,18,4,1,3,0
5,18,4,2,3,0
5,18,4,3,3,0
5,18,5,1,3,0
5,18,5,2,3,0
5,18,5,3,3,0
5,18,1,1,4,0
5,18,1,2,4,0
5,18,1,3,4,0
5,18,2,1,4,0
5,18,2,2,4,0
5,18,2,3,4,0
5,18,3,1,4,0
5,18,3,2,4,0
5,18,3,3,4,0
5,18,4,1,4,0
5,18,4,2,4,0
5,18,4,3,4,0
5,18,5,1,4,0
5,18,5,2,4,0
5,18,5,3,4,0
5,21,1,1,1,44
5,21,1,2,1,44
5,21,1,3,1,41
5,21,2,1,1,34
5,21,2,2,1,43
5,21,2,3,1,42
5,21,3,1,1,42
5,21,3,2,1,41
5,21,3,3,1,43
5,21,4,1,1,42
5,21,4,2,1,46
5,21,4,3,1,45
5,21,5,1,1,42
5,21,5,2,1,43
5,21,5,3,1,47
5,21,1,1,2,4
5,21,1,2,2,3
5,21,1,3,2,4
5,21,2,1,2,5
5,21,2,2,2,6
5,21,2,3,2,6
5,21,3,1,2,2
5,21,3,2,2,3
5,21,3,3,2,3
5,21,4,1,2,2
5,21,4,2,2,2
5,21,4,3,2,2
5,21,5,1,2,1
5,21,5,2,2,1
5,21,5,3,2,2
5,21,1,1,3,0
5,21,1,2,3,0
5,21,1,3,3,0
5,21,2,1,3,0
5,21,2,2,3,0
5,21,2,3,3,0
5,21,3,1,3,0
5,21,3,2,3,0
5,21,3,3,3,0
5,21,4,1,3,0
5,21,4,2,3,0
5,21,4,3,3,0
5,21,5,1,3,0
5,21,5,2,3,0
5,21,5,3,3,0
5,21,1,1,4,0
5,21,1,2,4,0
5,21,1,3,4,0
5,21,2,1,4,0
5,21,2,2,4,0
5,21,2,3,4,0
5,21,3,1,4,0
5,21,3,2,4,0
5,21,3,3,4,0
5,21,4,1,4,0
5,21,4,2,4,0
5,21,4,3,4,0
5,21,5,1,4,0
5,21,5,2,4,0
5,21,5,3,4,0
5,24,1,1,1,28
5,24,1,2,1,31
5,24,1,3,1,34
5,24,2,1,1,32
5,24,2,2,1,31
5,24,2,3,1,32
5,24,3,1,1,32
5,24,3,2,1,32
5,24,3,3,1,31
5,24,4,1,1,32
5,24,4,2,1,33
5,24,4,3,1,37
5,24,5,1,1,34
5,24,5,2,1,38
5,24,5,3,1,37
5,24,1,1,2,10
5,24,1,2,2,10
5,24,1,3,2,11
5,24,2,1,2,15
5,24,2,2,2,11
5,24,2,3,2,13
5,24,3,1,2,9
5,24,3,2,2,11
5,24,3,3,2,13
5,24,4,1,2,9
5,24,4,2,2,11
5,24,4,3,2,9
5,24,5,1,2,6
5,24,5,2,2,6
5,24,5,3,2,8
5,24,1,1,3,0
5,24,1,2,3,0
5,24,1,3,3,0
5,24,2,1,3,0
5,24,2,2,3,0
5,24,2,3,3,0
5,24,3,1,3,0
5,24,3,2,3,0
5,24,3,3,3,0
5,24,4,1,3,0
5,24,4,2,3,0
5,24,4,3,3,0
5,24,5,1,3,0
5,24,5,2,3,0
5,24,5,3,3,0
5,24,1,1,4,0
5,24,1,2,4,0
5,24,1,3,4,0
5,24,2,1,4,0
5,24,2,2,4,0
5,24,2,3,4,0
5,24,3,1,4,0
5,24,3,2,4,0
5,24,3,3,4,0
5,24,4,1,4,0
5,24,4,2,4,0
5,24,4,3,4,0
5,24,5,1,4,0
5,24,5,2,4,0
5,24,5,3,4,0
5,27,1,1,1,27
5,27,1,2,1,30
5,27,1,3,1,29
5,27,2,1,1,25
5,27,2,2,1,21
5,27,2,3,1,22
5,27,3,1,1,28
5,27,3,2,1,29
5,27,3,3,1,26
5,27,4,1,1,34
5,27,4,2,1,32
5,27,4,3,1,33
5,27,5,1,1,26
5,27,5,2,1,28
5,27,5,3,1,29
5,27,1,1,2,14
5,27,1,2,2,15
5,27,1,3,2,14
5,27,2,1,2,16
5,27,2,2,2,15
5,27,2,3,2,14
5,27,3,1,2,10
5,27,3,2,2,16
5,27,3,3,2,14
5,27,4,1,2,13
5,27,4,2,2,12
5,27,4,3,2,12
5,27,5,1,2,18
5,27,5,2,2,18
5,27,5,3,2,17
5,27,1,1,3,0
5,27,1,2,3,0
5,27,1,3,3,0
5,27,2,1,3,0
5,27,2,2,3,0
5,27,2,3,3,0
5,27,3,1,3,0
5,27,3,2,3,0
5,27,3,3,3,0
5,27,4,1,3,0
5,27,4,2,3,0
5,27,4,3,3,0
5,27,5,1,3,0
5,27,5,2,3,0
5,27,5,3,3,0
5,27,1,1,4,0
5,27,1,2,4,0
5,27,1,3,4,0
5,27,2,1,4,0
5,27,2,2,4,0
5,27,2,3,4,0
5,27,3,1,4,0
5,27,3,2,4,0
5,27,3,3,4,0
5,27,4,1,4,0
5,27,4,2,4,0
5,27,4,3,4,0
5,27,5,1,4,0
5,27,5,2,4,0
5,27,5,3,4,0
5,30,1,1,1,25
5,30,1,2,1,22
5,30,1,3,1,23
5,30,2,1,1,20
5,30,2,2,1,16
5,30,2,3,1,19
5,30,3,1,1,22
5,30,3,2,1,22
5,30,3,3,1,19
5,30,4,1,1,25
5,30,4,2,1,25
5,30,4,3,1,26
5,30,5,1,1,23
5,30,5,2,1,21
5,30,5,3,1,23
5,30,1,1,2,17
5,30,1,2,2,16
5,30,1,3,2,17
5,30,2,1,2,18
5,30,2,2,2,16
5,30,2,3,2,21
5,30,3,1,2,15
5,30,3,2,2,20
5,30,3,3,2,18
5,30,4,1,2,11
5,30,4,2,2,10
5,30,4,3,2,12
5,30,5,1,2,13
5,30,5,2,2,15
5,30,5,3,2,12
5,30,1,1,3,0
5,30,1,2,3,1
5,30,1,3,3,1
5,30,2,1,3,3
5,30,2,2,3,3
5,30,2,3,3,2
5,30,3,1,3,0
5,30,3,2,3,1
5,30,3,3,3,1
5,30,4,1,3,3
5,30,4,2,3,3
5,30,4,3,3,3
5,30,5,1,3,1
5,30,5,2,3,2
5,30,5,3,3,3
5,30,1,1,4,0
5,30,1,2,4,0
5,30,1,3,4,0
5,30,2,1,4,0
5,30,2,2,4,0
5,30,2,3,4,0
5,30,3,1,4,0
5,30,3,2,4,0
5,30,3,3,4,0
5,30,4,1,4,0
5,30,4,2,4,0
5,30,4,3,4,0
5,30,5,1,4,0
5,30,5,2,4,0
5,30,5,3,4,0
5,33,1,1,1,18
5,33,1,2,1,16
5,33,1,3,1,19
5,33,2,1,1,20
5,33,2,2,1,18
5,33,2,3,1,20
5,33,3,1,1,17
5,33,3,2,1,19
5,33,3,3,1,16
5,33,4,1,1,25
5,33,4,2,1,30
5,33,4,3,1,27
5,33,5,1,1,21
5,33,5,2,1,16
5,33,5,3,1,20
5,33,1,1,2,10
5,33,1,2,2,10
5,33,1,3,2,12
5,33,2,1,2,10
5,33,2,2,2,10
5,33,2,3,2,7
5,33,3,1,2,11
5,33,3,2,2,8
5,33,3,3,2,9
5,33,4,1,2,5
5,33,4,2,2,5
5,33,4,3,2,6
5,33,5,1,2,3
5,33,5,2,2,3
5,33,5,3,2,2
5,33,1,1,3,9
5,33,1,2,3,8
5,33,1,3,3,9
5,33,2,1,3,13
5,33,2,2,3,13
5,33,2,3,3,17
5,33,3,1,3,10
5,33,3,2,3,7
5,33,3,3,3,8
5,33,4,1,3,9
5,33,4,2,3,10
5,33,4,3,3,7
5,33,5,1,3,7
5,33,5,2,3,7
5,33,5,3,3,9
5,33,1,1,4,0
5,33,1,2,4,0
5,33,1,3,4,0
5,33,2,1,4,0
5,33,2,2,4,0
5,33,2,3,4,0
5,33,3,1,4,0
5,33,3,2,4,0
5,33,3,3,4,0
5,33,4,1,4,0
5,33,4,2,4,0
5,33,4,3,4,0
5,33,5,1,4,0
5,33,5,2,4,0
5,33,5,3,4,0
5,36,1,1,1,18
5,36,1,2,1,14
5,36,1,3,1,20
5,36,2,1,1,17
5,36,2,2,1,20
5,36,2,3,1,15
5,36,3,1,1,17
5,36,3,2,1,14
5,36,3,3,1,15
5,36,4,1,1,25
5,36,4,2,1,24
5,36,4,3,1,24
5,36,5,1,1,22
5,36,5,2,1,22
5,36,5,3,1,20
5,36,1,1,2,4
5,36,1,2,2,3
5,36,1,3,2,2
5,36,2,1,2,4
5,36,2,2,2,4
5,36,2,3,2,2
5,36,3,1,2,2
5,36,3,2,2,1
5,36,3,3,2,0
5,36,4,1,2,3
5,36,4,2,2,3
5,36,4,3,2,3
5,36,5,1,2,10
5,36,5,2,2,8
5,36,5,3,2,8
5,36,1,1,3,22
5,36,1,2,3,16
5,36,1,3,3,19
5,36,2,1,3,17
5,36,2,2,3,16
5,36,2,3,3,14
5,36,3,1,3,17
5,36,3,2,3,14
5,36,3,3,3,17
5,36,4,1,3,12
5,36,4,2,3,14
5,36,4,3,3,14
5,36,5,1,3,11
5,36,5,2,3,16
5,36,5,3,3,16
5,36,1,1,4,0
5,36,1,2,4,0
5,36,1,3,4,0
5,36,2,1,4,0
5,36,2,2,4,0
5,36,2,3,4,0
5,36,3,1,4,0
5,36,3,2,4,0
5,36,3,3,4,0
5,36,4,1,4,0
5,36,4,2,4,0
5,36,4,3,4,0
5,36,5,1,4,0
5,36,5,2,4,0
5,36,5,3,4,0
5,39,1,1,1,18
5,39,1,2,1,16
5,39,1,3,1,17
5,39,2,1,1,12
5,39,2,2,1,14
5,39,2,3,1,18
5,39,3,1,1,14
5,39,3,2,1,13
5,39,3,3,1,16
5,39,4,1,1,21
5,39,4,2,1,18
5,39,4,3,1,23
5,39,5,1,1,18
5,39,5,2,1,16
5,39,5,3,1,18
5,39,1,1,2,1
5,39,1,2,2,0
5,39,1,3,2,1
5,39,2,1,2,0
5,39,2,2,2,0
5,39,2,3,2,0
5,39,3,1,2,0
5,39,3,2,2,0
5,39,3,3,2,0
5,39,4,1,2,0
5,39,4,2,2,0
5,39,4,3,2,0
5,39,5,1,2,0
5,39,5,2,2,0
5,39,5,3,2,2
5,39,1,1,3,15
5,39,1,2,3,16
5,39,1,3,3,19
5,39,2,1,3,23
5,39,2,2,3,23
5,39,2,3,3,22
5,39,3,1,3,22
5,39,3,2,3,16
5,39,3,3,3,23
5,39,4,1,3,21
5,39,4,2,3,22
5,39,4,3,3,20
5,39,5,1,3,16
5,39,5,2,3,21
5,39,5,3,3,27
5,39,1,1,4,0
5,39,1,2,4,0
5,39,1,3,4,0
5,39,2,1,4,0
5,39,2,2,4,0
5,39,2,3,4,0
5,39,3,1,4,0
5,39,3,2,4,0
5,39,3,3,4,0
5,39,4,1,4,0
5,39,4,2,4,0
5,39,4,3,4,0
5,39,5,1,4,0
5,39,5,2,4,0
5,39,5,3,4,0
5,42,1,1,1,14
5,42,1,2,1,17
5,42,1,3,1,19
5,42,2,1,1,14
5,42,2,2,1,10
5,42,2,3,1,15
5,42,3,1,1,12
5,42,3,2,1,12
5,42,3,3,1,9
5,42,4,1,1,21
5,42,4,2,1,18
5,42,4,3,1,21
5,42,5,1,1,15
5,42,5,2,1,16
5,42,5,3,1,15
5,42,1,1,2,2
5,42,1,2,2,2
5,42,1,3,2,2
5,42,2,1,2,3
5,42,2,2,2,0
5,42,2,3,2,2
5,42,3,1,2,2
5,42,3,2,2,2
5,42,3,3,2,1
5,42,4,1,2,0
5,42,4,2,2,0
5,42,4,3,2,0
5,42,5,1,2,1
5,42,5,2,2,1
5,42,5,3,2,1
5,42,1,1,3,20
5,42,1,2,3,21
5,42,1,3,3,22
5,42,2,1,3,13
5,42,2,2,3,30
5,42,2,3,3,21
5,42,3,1,3,23
5,42,3,2,3,25
5,42,3,3,3,24
5,42,4,1,3,23
5,42,4,2,3,21
5,42,4,3,3,22
5,42,5,1,3,17
5,42,5,2,3,28
5,42,5,3,3,23
5,42,1,1,4,0
5,42,1,2,4,0
5,42,1,3,4,0
5,42,2,1,4,0
5,42,2,2,4,0
5,42,2,3,4,0
5,42,3,1,4,0
5,42,3,2,4,0
5,42,3,3,4,0
5,42,4,1,4,0
5,42,4,2,4,0
5,42,4,3,4,0
5,42,5,1,4,0
5,42,5,2,4,0
5,42,5,3,4,0
5,45,1,1,1,18
5,45,1,2,1,13
5,45,1,3,1,14
5,45,2,1,1,7
5,45,2,2,1,8
5,45,2,3,1,10
5,45,3,1,1,7
5,45,3,2,1,6
5,45,3,3,1,6
5,45,4,1,1,11
5,45,4,2,1,8
5,45,4,3,1,12
5,45,5,1,1,13
5,45,5,2,1,14
5,45,5,3,1,14
5,45,1,1,2,0
5,45,1,2,2,1
5,45,1,3,2,1
5,45,2,1,2,1
5,45,2,2,2,0
5,45,2,3,2,1
5,45,3,1,2,2
5,45,3,2,2,2
5,45,3,3,2,2
5,45,4,1,2,0
5,45,4,2,2,0
5,45,4,3,2,0
5,45,5,1,2,0
5,45,5,2,2,0
5,45,5,3,2,0
5,45,1,1,3,22
5,45,1,2,3,18
5,45,1,3,3,19
5,45,2,1,3,25
5,45,2,2,3,24
5,45,2,3,3,21
5,45,3,1,3,20
5,45,3,2,3,19
5,45,3,3,3,24
5,45,4,1,3,21
5,45,4,2,3,27
5,45,4,3,3,21
5,45,5,1,3,25
5,45,5,2,3,27
5,45,5,3,3,26
5,45,1,1,4,0
5,45,1,2,4,0
5,45,1,3,4,0
5,45,2,1,4,0
5,45,2,2,4,0
5,45,2,3,4,0
5,45,3,1,4,0
5,45,3,2,4,0
5,45,3,3,4,0
5,45,4,1,4,0
5,45,4,2,4,0
5,45,4,3,4,0
5,45,5,1,4,0
5,45,5,2,4,0
5,45,5,3,4,0
5,48,1,1,1,14
5,48,1,2,1,12
5,48,1,3,1,14
5,48,2,1,1,4
5,48,2,2,1,4
5,48,2,3,1,6
5,48,3,1,1,6
5,48,3,2,1,7
5,48,3,3,1,6
5,48,4,1,1,9
5,48,4,2,1,6
5,48,4,3,1,7
5,48,5,1,1,7
5,48,5,2,1,8
5,48,5,3,1,5
5,48,1,1,2,1
5,48,1,2,2,1
5,48,1,3,2,1
5,48,2,1,2,7
5,48,2,2,2,6
5,48,2,3,2,4
5,48,3,1,2,0
5,48,3,2,2,0
5,48,3,3,2,0
5,48,4,1,2,0
5,48,4,2,2,0
5,48,4,3,2,0
5,48,5,1,2,0
5,48,5,2,2,0
5,48,5,3,2,0
5,48,1,1,3,17
5,48,1,2,3,19
5,48,1,3,3,18
5,48,2,1,3,23
5,48,2,2,3,18
5,48,2,3,3,24
5,48,3,1,3,30
5,48,3,2,3,30
5,48,3,3,3,30
5,48,4,1,3,24
5,48,4,2,3,28
5,48,4,3,3,28
5,48,5,1,3,20
5,48,5,2,3,26
5,48,5,3,3,32
5,48,1,1,4,0
5,48,1,2,4,0
5,48,1,3,4,0
5,48,2,1,4,0
5,48,2,2,4,0
5,48,2,3,4,0
5,48,3,1,4,0
5,48,3,2,4,0
5,48,3,3,4,0
5,48,4,1,4,0
5,48,4,2,4,0
5,48,4,3,4,0
5,48,5,1,4,0
5,48,5,2,4,0
5,48,5,3,4,0
5,51,1,1,1,10
5,51,1,2,1,9
5,51,1,3,1,9
5,51,2,1,1,2
5,51,2,2,1,3
5,51,2,3,1,6
5,51,3,1,1,5
5,51,3,2,1,5
5,51,3,3,1,5
5,51,4,1,1,5
5,51,4,2,1,6
5,51,4,3,1,6
5,51,5,1,1,7
5,51,5,2,1,8
5,51,5,3,1,11
5,51,1,1,2,2
5,51,1,2,2,1
5,51,1,3,2,1
5,51,2,1,2,0
5,51,2,2,2,0
5,51,2,3,2,0
5,51,3,1,2,2
5,51,3,2,2,2
5,51,3,3,2,0
5,51,4,1,2,0
5,51,4,2,2,0
5,51,4,3,2,0
5,51,5,1,2,0
5,51,5,2,2,0
5,51,5,3,2,0
5,51,1,1,3,24
5,51,1,2,3,15
5,51,1,3,3,17
5,51,2,1,3,24
5,51,2,2,3,23
5,51,2,3,3,17
5,51,3,1,3,30
5,51,3,2,3,25
5,51,3,3,3,27
5,51,4,1,3,27
5,51,4,2,3,30
5,51,4,3,3,32
5,51,5,1,3,17
5,51,5,2,3,26
5,51,5,3,3,32
5,51,1,1,4,0
5,51,1,2,4,0
5,51,1,3,4,0
5,51,2,1,4,0
5,51,2,2,4,0
5,51,2,3,4,0
5,51,3,1,4,0
5,51,3,2,4,0
5,51,3,3,4,0
5,51,4,1,4,0
5,51,4,2,4,0
5,51,4,3,4,0
5,51,5,1,4,0
5,51,5,2,4,0
5,51,5,3,4,0
5,54,1,1,1,5
5,54,1,2,1,6
5,54,1,3,1,5
5,54,2,1,1,2
5,54,2,2,1,2
5,54,2,3,1,1
5,54,3,1,1,3
5,54,3,2,1,3
5,54,3,3,1,6
5,54,4,1,1,1
5,54,4,2,1,3
5,54,4,3,1,1
5,54,5,1,1,2
5,54,5,2,1,4
5,54,5,3,1,3
5,54,1,1,2,0
5,54,1,2,2,0
5,54,1,3,2,0
5,54,2,1,2,0
5,54,2,2,2,0
5,54,2,3,2,0
5,54,3,1,2,0
5,54,3,2,2,0
5,54,3,3,2,1
5,54,4,1,2,1
5,54,4,2,2,0
5,54,4,3,2,0
5,54,5,1,2,0
5,54,5,2,2,0
5,54,5,3,2,0
5,54,1,1,3,16
5,54,1,2,3,16
5,54,1,3,3,13
5,54,2,1,3,30
5,54,2,2,3,28
5,54,2,3,3,28
5,54,3,1,3,23
5,54,3,2,3,27
5,54,3,3,3,31
5,54,4,1,3,24
5,54,4,2,3,26
5,54,4,3,3,25
5,54,5,1,3,21
5,54,5,2,3,20
5,54,5,3,3,25
5,54,1,1,4,0
5,54,1,2,4,0
5,54,1,3,4,0
5,54,2,1,4,0
5,54,2,2,4,0
5,54,2,3,4,0
5,54,3,1,4,0
5,54,3,2,4,0
5,54,3,3,4,0
5,54,4,1,4,0
5,54,4,2,4,0
5,54,4,3,4,0
5,54,5,1,4,1
5,54,5,2,4,1
5,54,5,3,4,1
5,57,1,1,1,3
5,57,1,2,1,3
5,57,1,3,1,3
5,57,2,1,1,3
5,57,2,2,1,3
5,57,2,3,1,1
5,57,3,1,1,1
5,57,3,2,1,1
5,57,3,3,1,1
5,57,4,1,1,2
5,57,4,2,1,2
5,57,4,3,1,2
5,57,5,1,1,1
5,57,5,2,1,4
5,57,5,3,1,3
5,57,1,1,2,1
5,57,1,2,2,1
5,57,1,3,2,1
5,57,2,1,2,0
5,57,2,2,2,0
5,57,2,3,2,0
5,57,3,1,2,1
5,57,3,2,2,1
5,57,3,3,2,1
5,57,4,1,2,0
